product_id,product_name,category,revenue,units_sold,avg_margin_pct,relative_revenue_share,demand_velocity,bcg_quadrant
144,Classic Silk Trousers,Pants,451.87,12,0.45728967903218753,0.001393642532587154,12,Dogs
145,Classic Boxy Shoes,Shoes,530.0799999999999,10,0.46251052965035877,0.0016348552319777779,10,Dogs
146,Vintage Wrap Shoes,Shoes,972.72,12,0.5889464594127807,0.003000030903353125,12,Cash Cows
147,Vintage Linen Shoes,Shoes,1253.97,24,0.4063316730263391,0.003867452866063942,24,Stars
148,Classic Boxy Tee,T-Shirts,550.3499999999999,15,0.44916871082038695,0.0016973712966325272,15,Question Marks
149,Classic Crew Trousers,Pants,126.72,3,0.5845170454545454,0.00039082563951898586,3,Dogs
150,Vintage Wrap Tee,T-Shirts,755.6,16,0.481849671086235,0.0023303965689752664,16,Stars
151,Classic Sleeveless Trousers,Pants,255.29,7,0.32739237729640797,0.0007873569879482473,7,Dogs
152,Classic Silk Set,Sleepwear,493.6,8,0.5282009724473258,0.0015223448206011004,8,Dogs
153,Vintage Ribbed Shoes,Shoes,209.44,4,0.5565317035905272,0.0006459479319827683,4,Dogs
154,Classic Crew Set,Sleepwear,806.1,15,0.4531075548939338,0.0024861470013908976,15,Stars
155,Vintage Silk Dress,Dresses,829.26,18,0.3043195137833732,0.0025575763086135906,18,Stars
156,Vintage Crew Dress,Dresses,666.24,12,0.5273775216138329,0.0020547954077740622,12,Cash Cows
157,Classic Sleeveless Set,Sleepwear,374.04,9,0.3984600577478345,0.0011536018166483702,9,Dogs
158,Vintage Sleeveless Dress,Dresses,225.75,5,0.37142857142857144,0.0006962506954025494,5,Dogs
159,Classic High-Waist Trousers,Pants,201.54000000000002,6,0.5287287883298601,0.0006215830128524023,6,Dogs
160,Classic High-Waist Set,Sleepwear,771.9399999999999,13,0.38160996968676325,0.002380791857404403,13,Stars
161,Vintage Linen Tee,T-Shirts,732.0,16,0.4896174863387978,0.0022576102282820206,16,Stars
162,Classic Boxy Set,Sleepwear,718.2,12,0.3261439312567132,0.0022150487239783433,12,Cash Cows
163,Vintage Wrap Set,Sleepwear,1077.44,14,0.40995322245322247,0.0033230048693445088,14,Stars
164,Vintage High-Waist Dress,Dresses,245.67000000000002,11,0.37937715059766836,0.0007576873016148143,11,Dogs
165,Vintage Cotton Shoes,Shoes,170.68,4,0.573002109210218,0.0005264056198950482,4,Dogs
166,Vintage Satin Shoes,Shoes,1292.15,20,0.3373148662385043,0.003985206361304117,20,Stars
167,Vintage Silk Shoes,Shoes,211.65,3,0.503756201275691,0.0006527639410053138,3,Dogs
168,Vintage Ribbed Tee,T-Shirts,218.96,4,0.5440263061746438,0.0006753092016183488,4,Dogs
169,Vintage Linen Set,Sleepwear,263.52,8,0.5877352762598664,0.0008127396821815273,8,Dogs
170,Vintage Boxy Dress,Dresses,307.62,6,0.4226643261166374,0.0009487514459345836,6,Dogs
171,Polished Wrap Dress,Dresses,242.08,8,0.39689358889623266,0.0007466151421619011,8,Dogs
172,Vintage Crew Shoes,Shoes,834.0,20,0.5949640287769784,0.0025721952600918103,20,Stars
173,Polished Linen Dress,Dresses,716.26,15,0.39887174363554356,0.00220906544004,15,Stars
174,Vintage Ribbed Set,Sleepwear,290.51,11,0.5319954562665657,0.0008959813489319807,11,Dogs
175,Vintage Cotton Tee,T-Shirts,811.14,18,0.35554053226433074,0.002501691202962675,18,Stars
176,Polished Ribbed Dress,Dresses,276.61,10,0.5308731718493619,0.0008531114279304506,10,Dogs
177,Vintage Cotton Set,Sleepwear,853.2,20,0.39263947491795587,0.0026314112660795357,20,Stars
178,Classic Boxy Trousers,Pants,629.44,16,0.4839857651245552,0.0019412980629642557,16,Stars
179,Vintage Satin Tee,T-Shirts,222.95000000000002,5,0.31890558421170667,0.0006876150278626729,5,Dogs
180,Vintage Sleeveless Shoes,Shoes,892.6300000000001,23,0.5586189126513785,0.002753019970042869,23,Stars
181,Vintage High-Waist Shoes,Shoes,991.42,19,0.4977002683020314,0.003057704825851586,19,Stars
182,Vintage Satin Set,Sleepwear,471.78,6,0.5659417525117639,0.0014550482971296334,6,Dogs
183,Vintage Silk Set,Sleepwear,239.35,5,0.32254021307708375,0.0007381953663105214,5,Dogs
184,Vintage Wrap Trousers,Pants,947.72,23,0.2963062924703987,0.0029229267288899408,23,Stars
185,Vintage Linen Trousers,Pants,763.68,16,0.5225225225225225,0.002355316638161767,16,Stars
186,Vintage Boxy Shoes,Shoes,474.8,8,0.4020219039595619,0.0014643624814047861,8,Dogs
187,Vintage Ribbed Trousers,Pants,120.76,4,0.35475322954620736,0.0003724440043269629,4,Dogs
188,Polished Wrap Shoes,Shoes,918.67,17,0.3986934776254684,0.002833331678163721,17,Stars
189,Vintage Crew Set,Sleepwear,481.20000000000005,10,0.44118869492934326,0.0014841011500673614,10,Dogs
190,Polished Cotton Dress,Dresses,775.74,16,0.4869287602381124,0.002392511691922807,16,Stars
191,Polished Satin Dress,Dresses,695.98,13,0.5261752566831871,0.0021465185337154655,13,Stars
192,Polished Silk Dress,Dresses,749.76,12,0.3308258642765684,0.0023123850338206665,12,Cash Cows
193,Vintage Silk Tee,T-Shirts,707.28,14,0.32996832937450515,0.0021813696205728243,14,Stars
194,Vintage Sleeveless Set,Sleepwear,833.4300000000001,13,0.41007643113398845,0.00257043728491405,13,Stars
195,Vintage Crew Tee,T-Shirts,203.62,14,0.39094625401150723,0.0006279980801677391,14,Question Marks
196,Vintage Cotton Trousers,Pants,160.41,3,0.439124742846456,0.0004947312250255723,3,Dogs
197,Polished Linen Shoes,Shoes,533.44,8,0.38227354529094193,0.0016452180330256301,8,Dogs
198,Polished Crew Dress,Dresses,219.60000000000002,15,0.33060109289617484,0.0006772830684846063,15,Question Marks
199,Polished Sleeveless Dress,Dresses,310.08,9,0.29685245563268503,0.0009563384967017608,9,Dogs
200,Vintage High-Waist Set,Sleepwear,742.56,16,0.3660848954966601,0.002290179031575269,16,Stars
201,Vintage Sleeveless Tee,T-Shirts,1003.64,22,0.40749671196843484,0.0030953933463291903,22,Stars
202,Vintage High-Waist Tee,T-Shirts,699.4,17,0.5443752543593446,0.002157066384782029,17,Stars
203,Polished High-Waist Dress,Dresses,646.04,13,0.512991499862901,0.0019924952348078094,13,Stars
204,Polished Boxy Dress,Dresses,1407.28,36,0.32359307359307365,0.00434028650554197,36,Stars
205,Vintage Satin Trousers,Pants,137.09,6,0.2932627493197565,0.0004228084510863145,6,Dogs
206,Vintage Silk Trousers,Pants,1134.54,18,0.5971759479612883,0.0034991108038184204,18,Stars
207,Vintage Boxy Tee,T-Shirts,271.92,4,0.5695792880258899,0.0008386466848011573,4,Dogs
208,Polished Wrap Tee,T-Shirts,692.83,20,0.36442209895784916,0.0021368034077331043,20,Stars
209,Polished Ribbed Shoes,Shoes,615.79,19,0.5985806849737736,0.0018991991837073571,19,Stars
210,Vintage Boxy Set,Sleepwear,458.56000000000006,8,0.551814375436148,0.001414275609673502,8,Dogs
211,Polished Cotton Shoes,Shoes,813.45,19,0.4249467858663261,0.0025088156286830737,19,Stars
212,Polished Linen Tee,T-Shirts,889.56,12,0.39241872386348303,0.0027435515774187898,12,Cash Cows
213,Polished Ribbed Tee,T-Shirts,1260.8200000000002,22,0.40446693421741403,0.003888579409866855,22,Stars
214,Vintage Crew Trousers,Pants,525.72,9,0.5223687242553025,0.001621408263951399,9,Dogs
215,Vintage Sleeveless Trousers,Pants,296.88,8,0.38641875505254647,0.0009156274925851999,8,Dogs
216,Polished Satin Shoes,Shoes,342.02,7,0.528857961522718,0.0010548467899959245,7,Dogs
217,Polished Cotton Tee,T-Shirts,1089.31,21,0.4930896860079274,0.0033596139313796284,21,Stars
218,Polished Satin Tee,T-Shirts,97.46,2,0.3761543197209111,0.00030058291372727557,2,Dogs
219,Polished Silk Shoes,Shoes,1194.24,24,0.405144694533762,0.003683235572436503,24,Stars
220,Polished Wrap Set,Sleepwear,473.4,9,0.34524714828897346,0.0014600446476348476,9,Dogs
221,Polished Silk Tee,T-Shirts,268.5,5,0.4027932960893856,0.0008280988337345936,5,Dogs
222,Relaxed Wrap Dress,Dresses,674.8399999999999,13,0.3805288366300899,0.002081319243789397,13,Stars
223,Vintage High-Waist Trousers,Pants,573.6,10,0.5718270571827057,0.0017690781788832885,10,Dogs
224,Relaxed Linen Dress,Dresses,1658.8,22,0.48965517241379314,0.005116016183981169,22,Stars
225,Polished Crew Shoes,Shoes,639.21,11,0.5203923593185338,0.001971430374344468,11,Cash Cows
226,Polished Linen Set,Sleepwear,397.8,10,0.5268979386626446,0.0012268816240581801,10,Dogs
227,Polished Crew Tee,T-Shirts,747.63,13,0.3081203268996696,0.0023058157581564032,13,Stars
228,Vintage Boxy Trousers,Pants,1158.1799999999998,25,0.450253871229214,0.0035720205111908067,25,Stars
229,Polished Sleeveless Shoes,Shoes,546.96,12,0.33238262395787627,0.0016869159705753198,12,Dogs
230,Polished Ribbed Set,Sleepwear,676.2,14,0.41055900621118013,0.0020855137108801948,14,Stars
231,Polished High-Waist Shoes,Shoes,925.26,21,0.361552428506582,0.0028536563385522166,21,Stars
232,Polished Boxy Shoes,Shoes,641.4200000000001,13,0.449128496149169,0.0019782463833670134,13,Stars
233,Relaxed Wrap Shoes,Shoes,657.56,17,0.42683557394002064,0.0020280248384004444,17,Stars
234,Polished Sleeveless Tee,T-Shirts,400.0,5,0.45225,0.0012336667914109403,5,Dogs
235,Polished Cotton Set,Sleepwear,236.8,10,0.5413851351351352,0.0007303307405152767,10,Dogs
236,Relaxed Linen Shoes,Shoes,818.0899999999999,13,0.38328301287144445,0.00252312616346344,13,Stars
237,Relaxed Ribbed Dress,Dresses,877.9000000000001,14,0.502305815114928,0.0027075901904491614,14,Stars
238,Polished High-Waist Tee,T-Shirts,343.6,4,0.5926658905704307,0.0010597197738219978,4,Dogs
239,Polished Wrap Trousers,Pants,1594.37,25,0.34977717846648054,0.0049173033055546515,25,Stars
240,Polished Linen Trousers,Pants,839.0799999999999,22,0.5469323544834819,0.0025878628283427293,22,Stars
241,Polished Ribbed Trousers,Pants,345.90999999999997,12,0.29266358208865717,0.0010668441995423958,12,Dogs
242,Relaxed Ribbed Shoes,Shoes,958.38,19,0.2984897002517292,0.0029558039488810422,19,Stars
243,Polished Satin Set,Sleepwear,444.72,12,0.32541824069077174,0.0013715907386906835,12,Dogs
244,Relaxed Cotton Shoes,Shoes,593.2,10,0.48887390424814564,0.0018295278516624245,10,Dogs
245,Relaxed Cotton Dress,Dresses,159.42,7,0.5086807921360936,0.0004916778997168302,7,Dogs
246,Relaxed Satin Dress,Dresses,663.64,25,0.24896327271131735,0.002046776573629891,25,Stars
247,Polished Cotton Trousers,Pants,941.76,16,0.4716275908936459,0.0029045450936979176,16,Stars
248,Polished Boxy Tee,T-Shirts,588.64,16,0.31013862462625713,0.0018154640502403396,16,Question Marks
249,Polished Silk Set,Sleepwear,170.52,6,0.3110485573539762,0.0005259121531784839,6,Dogs
250,Relaxed Satin Shoes,Shoes,1227.96,18,0.3440340076223981,0.0037872336829524456,18,Stars
251,Relaxed Wrap Tee,T-Shirts,663.84,18,0.5116594360086768,0.0020473934070255966,18,Stars
252,Relaxed Linen Tee,T-Shirts,409.36,8,0.48446355286300574,0.0012625345943299564,8,Dogs
253,Relaxed Ribbed Tee,T-Shirts,556.05,11,0.34460929772502463,0.0017149510484101333,11,Dogs
254,Relaxed Silk Shoes,Shoes,521.8399999999999,11,0.5048482293423272,0.0016094416960747125,11,Dogs
255,Polished Satin Trousers,Pants,632.4,13,0.5170168067226891,0.0019504271972206964,13,Stars
256,Polished Crew Set,Sleepwear,668.3299999999999,18,0.39825635277585514,0.002061241316759184,18,Stars
257,Relaxed Crew Shoes,Shoes,389.5,5,0.31912708600770223,0.0012012830381364031,5,Dogs
258,Relaxed Sleeveless Shoes,Shoes,220.36,7,0.39104193138500626,0.0006796270353882871,7,Dogs
259,Polished Silk Trousers,Pants,518.08,15,0.41320632354599796,0.00159784522823545,15,Question Marks
260,Relaxed Silk Dress,Dresses,732.79,12,0.5248102744935352,0.002260046720195057,12,Cash Cows
261,Relaxed Cotton Tee,T-Shirts,645.4,14,0.41540130151843824,0.001990521367941552,14,Stars
262,Polished Sleeveless Set,Sleepwear,704.1,14,0.22777484267554313,0.0021715619695811075,14,Stars
263,Relaxed High-Waist Shoes,Shoes,169.92,4,0.557909604519774,0.0005240616529913674,4,Dogs
264,Relaxed Satin Tee,T-Shirts,770.14,14,0.4444646427922196,0.0023752403568430536,14,Stars
265,Relaxed Boxy Shoes,Shoes,718.25,13,0.33683257918552034,0.0022152029323272695,13,Stars
266,Polished Crew Trousers,Pants,863.38,14,0.3778174152748501,0.002662808085920944,14,Stars
267,Polished High-Waist Set,Sleepwear,776.3,15,0.3255863641309973,0.0023942388254307822,15,Stars
268,Polished Boxy Set,Sleepwear,962.0500000000001,20,0.351784148476577,0.002967122841692238,20,Stars
269,Relaxed Crew Dress,Dresses,931.0799999999999,12,0.4922026034282769,0.0028716061903672455,12,Cash Cows
270,Relaxed Silk Tee,T-Shirts,845.52,12,0.5119216576781151,0.0026077248636844456,12,Cash Cows
